t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct,reasoning_mode
14681.696,,qwen3.5:4b,run2_p8,126.55,65.0,,,on
14682.220,,qwen3.5:4b,run2_p8,126.61,64.0,,,on
14682.745,,qwen3.5:4b,run2_p8,126.20,65.0,,,on
14683.270,,qwen3.5:4b,run2_p8,126.67,65.0,,,on
14683.792,,qwen3.5:4b,run2_p8,127.09,65.0,,,on
14684.317,,qwen3.5:4b,run2_p8,126.34,65.0,,,on
14684.841,,qwen3.5:4b,run2_p8,126.09,65.0,,,on
14685.365,,qwen3.5:4b,run2_p8,126.66,65.0,,,on
14685.891,,qwen3.5:4b,run2_p8,126.68,66.0,,,on
14686.417,,qwen3.5:4b,run2_p8,126.69,65.0,,,on
14686.941,,qwen3.5:4b,run2_p8,126.88,65.0,,,on
14687.464,,qwen3.5:4b,run2_p8,127.20,65.0,,,on
14687.987,,qwen3.5:4b,run2_p8,126.84,65.0,,,on
14688.511,,qwen3.5:4b,run2_p8,126.08,65.0,,,on
14689.036,,qwen3.5:4b,run2_p8,126.57,65.0,,,on
14689.561,,qwen3.5:4b,run2_p8,126.99,65.0,,,on
14690.086,,qwen3.5:4b,run2_p8,126.80,65.0,,,on
14690.610,,qwen3.5:4b,run2_p8,126.47,65.0,,,on
14691.134,,qwen3.5:4b,run2_p8,126.14,65.0,,,on
14691.659,,qwen3.5:4b,run2_p8,126.58,65.0,,,on
14692.183,,qwen3.5:4b,run2_p8,127.16,65.0,,,on
14692.749,,qwen3.5:4b,run2_p9,124.56,65.0,,,on
14693.278,,qwen3.5:4b,run2_p9,106.67,64.0,,,on
14693.802,,qwen3.5:4b,run2_p9,108.68,65.0,,,on
14694.324,,qwen3.5:4b,run2_p9,126.53,65.0,,,on
14694.848,,qwen3.5:4b,run2_p9,127.12,65.0,,,on
14695.372,,qwen3.5:4b,run2_p9,127.35,65.0,,,on
14695.895,,qwen3.5:4b,run2_p9,127.73,65.0,,,on
14696.423,,qwen3.5:4b,run2_p9,126.99,65.0,,,on
14696.948,,qwen3.5:4b,run2_p9,126.61,65.0,,,on
14697.471,,qwen3.5:4b,run2_p9,126.87,65.0,,,on
14697.996,,qwen3.5:4b,run2_p9,127.45,65.0,,,on
14698.523,,qwen3.5:4b,run2_p9,127.46,65.0,,,on
14699.048,,qwen3.5:4b,run2_p9,127.43,65.0,,,on
14699.573,,qwen3.5:4b,run2_p9,127.20,65.0,,,on
14700.096,,qwen3.5:4b,run2_p9,126.71,65.0,,,on
14700.621,,qwen3.5:4b,run2_p9,127.02,65.0,,,on
14701.145,,qwen3.5:4b,run2_p9,126.29,65.0,,,on
14701.670,,qwen3.5:4b,run2_p9,126.73,65.0,,,on
14702.199,,qwen3.5:4b,run2_p9,127.04,65.0,,,on
14702.723,,qwen3.5:4b,run2_p9,126.88,65.0,,,on
14703.248,,qwen3.5:4b,run2_p9,127.32,65.0,,,on
14703.773,,qwen3.5:4b,run2_p9,126.95,65.0,,,on
14704.297,,qwen3.5:4b,run2_p9,126.82,65.0,,,on
14704.825,,qwen3.5:4b,run2_p9,127.51,65.0,,,on
14705.349,,qwen3.5:4b,run2_p9,127.19,65.0,,,on
14705.874,,qwen3.5:4b,run2_p9,126.82,64.0,,,on
14706.400,,qwen3.5:4b,run2_p9,126.12,64.0,,,on
14706.923,,qwen3.5:4b,run2_p9,125.80,65.0,,,on
14707.447,,qwen3.5:4b,run2_p9,126.05,65.0,,,on
14707.970,,qwen3.5:4b,run2_p9,125.64,65.0,,,on
14708.498,,qwen3.5:4b,run2_p9,125.26,65.0,,,on
14709.022,,qwen3.5:4b,run2_p9,125.03,65.0,,,on
14709.548,,qwen3.5:4b,run2_p9,125.64,65.0,,,on
14710.071,,qwen3.5:4b,run2_p9,126.54,65.0,,,on
14710.597,,qwen3.5:4b,run2_p9,126.03,65.0,,,on
14711.122,,qwen3.5:4b,run2_p9,125.78,65.0,,,on
14711.646,,qwen3.5:4b,run2_p9,125.74,65.0,,,on
14712.169,,qwen3.5:4b,run2_p9,125.20,65.0,,,on
14712.693,,qwen3.5:4b,run2_p9,126.24,65.0,,,on
14713.217,,qwen3.5:4b,run2_p9,126.62,65.0,,,on
14713.740,,qwen3.5:4b,run2_p9,126.41,65.0,,,on
14714.263,,qwen3.5:4b,run2_p9,126.57,65.0,,,on
14714.786,,qwen3.5:4b,run2_p9,126.87,65.0,,,on
14715.311,,qwen3.5:4b,run2_p9,126.47,65.0,,,on
14715.834,,qwen3.5:4b,run2_p9,126.79,65.0,,,on
14716.363,,qwen3.5:4b,run2_p9,126.78,66.0,,,on
14716.888,,qwen3.5:4b,run2_p9,126.24,65.0,,,on
14717.411,,qwen3.5:4b,run2_p9,125.84,65.0,,,on
14717.934,,qwen3.5:4b,run2_p9,126.31,65.0,,,on
14718.458,,qwen3.5:4b,run2_p9,126.66,65.0,,,on
14718.983,,qwen3.5:4b,run2_p9,126.67,65.0,,,on
14719.507,,qwen3.5:4b,run2_p9,126.83,65.0,,,on
14720.033,,qwen3.5:4b,run2_p9,126.53,65.0,,,on
14720.556,,qwen3.5:4b,run2_p9,126.31,65.0,,,on
14721.080,,qwen3.5:4b,run2_p9,126.46,65.0,,,on
14721.604,,qwen3.5:4b,run2_p9,126.24,65.0,,,on
14722.128,,qwen3.5:4b,run2_p9,126.66,65.0,,,on
14722.656,,qwen3.5:4b,run2_p9,126.74,65.0,,,on
14723.177,,qwen3.5:4b,run2_p9,126.86,65.0,,,on
14723.701,,qwen3.5:4b,run2_p9,126.60,65.0,,,on
14724.227,,qwen3.5:4b,run2_p9,126.11,65.0,,,on
14724.798,,qwen3.5:4b,run2_p9,126.65,65.0,,,on
14725.328,,qwen3.5:4b,run2_p9,127.63,65.0,,,on
14725.853,,qwen3.5:4b,run2_p9,127.47,64.0,,,on
14726.379,,qwen3.5:4b,run2_p9,126.57,65.0,,,on
14726.904,,qwen3.5:4b,run2_p9,126.50,65.0,,,on
14727.429,,qwen3.5:4b,run2_p9,126.82,65.0,,,on
14727.951,,qwen3.5:4b,run2_p9,127.07,66.0,,,on
14728.474,,qwen3.5:4b,run2_p9,127.49,64.0,,,on
14728.998,,qwen3.5:4b,run2_p9,127.01,64.0,,,on
14729.521,,qwen3.5:4b,run2_p9,126.84,65.0,,,on
14730.045,,qwen3.5:4b,run2_p9,126.65,64.0,,,on
14730.569,,qwen3.5:4b,run2_p9,127.29,65.0,,,on
14731.095,,qwen3.5:4b,run2_p9,127.75,65.0,,,on
14731.620,,qwen3.5:4b,run2_p9,127.67,65.0,,,on
14732.146,,qwen3.5:4b,run2_p9,127.43,65.0,,,on
14732.670,,qwen3.5:4b,run2_p9,127.36,65.0,,,on
14733.194,,qwen3.5:4b,run2_p9,126.99,65.0,,,on
14733.718,,qwen3.5:4b,run2_p9,126.83,65.0,,,on
14734.242,,qwen3.5:4b,run2_p9,127.10,65.0,,,on
14734.773,,qwen3.5:4b,run2_p9,126.91,65.0,,,on
14735.297,,qwen3.5:4b,run2_p9,126.57,65.0,,,on
14735.822,,qwen3.5:4b,run2_p9,126.54,65.0,,,on
14736.345,,qwen3.5:4b,run2_p9,126.77,65.0,,,on
14736.871,,qwen3.5:4b,run2_p9,127.26,65.0,,,on
14737.394,,qwen3.5:4b,run2_p9,127.80,65.0,,,on
14737.920,,qwen3.5:4b,run2_p9,127.72,65.0,,,on
14738.445,,qwen3.5:4b,run2_p9,127.65,66.0,,,on
14738.969,,qwen3.5:4b,run2_p9,126.83,65.0,,,on
14739.504,,qwen3.5:4b,run2_p10,117.64,65.0,,,on
14740.040,,qwen3.5:4b,run2_p10,97.35,64.0,,,on
14740.565,,qwen3.5:4b,run2_p10,109.40,65.0,,,on
14741.090,,qwen3.5:4b,run2_p10,128.17,65.0,,,on
14741.613,,qwen3.5:4b,run2_p10,127.94,65.0,,,on
14742.136,,qwen3.5:4b,run2_p10,128.09,63.0,,,on
14742.662,,qwen3.5:4b,run2_p10,127.07,64.0,,,on
14743.185,,qwen3.5:4b,run2_p10,126.07,65.0,,,on
14743.717,,qwen3.5:4b,run2_p10,125.31,62.0,,,on
14744.243,,qwen3.5:4b,run2_p10,125.93,65.0,,,on
14744.768,,qwen3.5:4b,run2_p10,126.78,65.0,,,on
14745.296,,qwen3.5:4b,run2_p10,126.49,65.0,,,on
14745.819,,qwen3.5:4b,run2_p10,126.52,65.0,,,on
14746.345,,qwen3.5:4b,run2_p10,126.69,65.0,,,on
14746.868,,qwen3.5:4b,run2_p10,127.34,65.0,,,on
14747.393,,qwen3.5:4b,run2_p10,126.89,65.0,,,on
14747.928,,qwen3.5:4b,run2_p10,125.98,65.0,,,on
14748.452,,qwen3.5:4b,run2_p10,126.33,65.0,,,on
14748.989,,qwen3.5:4b,run2_p11,104.28,57.0,,,on
14749.563,,qwen3.5:4b,run2_p11,88.25,62.0,,,on
14750.087,,qwen3.5:4b,run2_p11,115.91,64.0,,,on
14750.610,,qwen3.5:4b,run2_p11,127.11,65.0,,,on
14751.133,,qwen3.5:4b,run2_p11,127.69,65.0,,,on
14751.657,,qwen3.5:4b,run2_p11,127.75,65.0,,,on
14752.180,,qwen3.5:4b,run2_p11,126.82,65.0,,,on
14752.703,,qwen3.5:4b,run2_p11,126.79,65.0,,,on
14753.229,,qwen3.5:4b,run2_p11,127.31,65.0,,,on
14753.758,,qwen3.5:4b,run2_p11,126.76,65.0,,,on
14754.281,,qwen3.5:4b,run2_p11,127.06,64.0,,,on
14754.805,,qwen3.5:4b,run2_p11,127.76,65.0,,,on
14755.337,,qwen3.5:4b,run2_p11,127.71,65.0,,,on
14755.859,,qwen3.5:4b,run2_p11,127.72,65.0,,,on
14756.385,,qwen3.5:4b,run2_p11,127.75,65.0,,,on
14756.909,,qwen3.5:4b,run2_p11,127.34,65.0,,,on
14757.432,,qwen3.5:4b,run2_p11,126.97,65.0,,,on
14757.957,,qwen3.5:4b,run2_p11,127.06,65.0,,,on
14758.479,,qwen3.5:4b,run2_p11,127.62,66.0,,,on
14759.003,,qwen3.5:4b,run2_p11,127.54,65.0,,,on
14759.527,,qwen3.5:4b,run2_p11,126.98,65.0,,,on
14760.050,,qwen3.5:4b,run2_p11,127.12,65.0,,,on
14760.574,,qwen3.5:4b,run2_p11,126.68,64.0,,,on
14761.097,,qwen3.5:4b,run2_p11,126.82,65.0,,,on
14761.621,,qwen3.5:4b,run2_p11,127.52,65.0,,,on
14762.149,,qwen3.5:4b,run2_p11,128.10,65.0,,,on
14762.673,,qwen3.5:4b,run2_p11,127.68,66.0,,,on
14763.197,,qwen3.5:4b,run2_p11,127.19,65.0,,,on
14763.723,,qwen3.5:4b,run2_p11,127.94,65.0,,,on
14764.253,,qwen3.5:4b,run2_p11,127.98,65.0,,,on
14764.776,,qwen3.5:4b,run2_p11,127.08,65.0,,,on
14765.301,,qwen3.5:4b,run2_p11,126.89,66.0,,,on
14765.824,,qwen3.5:4b,run2_p11,127.06,65.0,,,on
14766.347,,qwen3.5:4b,run2_p11,127.25,65.0,,,on
14766.872,,qwen3.5:4b,run2_p11,126.76,65.0,,,on
14767.396,,qwen3.5:4b,run2_p11,126.36,65.0,,,on
14767.919,,qwen3.5:4b,run2_p11,126.43,65.0,,,on
14768.443,,qwen3.5:4b,run2_p11,126.21,65.0,,,on
14768.969,,qwen3.5:4b,run2_p11,126.52,65.0,,,on
14769.493,,qwen3.5:4b,run2_p11,127.11,65.0,,,on
14770.015,,qwen3.5:4b,run2_p11,127.55,65.0,,,on
14770.540,,qwen3.5:4b,run2_p11,127.28,65.0,,,on
14771.066,,qwen3.5:4b,run2_p11,127.00,65.0,,,on
14771.588,,qwen3.5:4b,run2_p11,126.96,65.0,,,on
14772.111,,qwen3.5:4b,run2_p11,126.42,65.0,,,on
14772.634,,qwen3.5:4b,run2_p11,126.44,65.0,,,on
14773.157,,qwen3.5:4b,run2_p11,127.75,65.0,,,on
14773.680,,qwen3.5:4b,run2_p11,127.77,65.0,,,on
14774.202,,qwen3.5:4b,run2_p11,127.04,65.0,,,on
14774.725,,qwen3.5:4b,run2_p11,127.07,65.0,,,on
14775.247,,qwen3.5:4b,run2_p11,127.64,65.0,,,on
14775.772,,qwen3.5:4b,run2_p11,127.37,65.0,,,on
14776.298,,qwen3.5:4b,run2_p11,127.47,65.0,,,on
14776.821,,qwen3.5:4b,run2_p11,128.08,65.0,,,on
14777.345,,qwen3.5:4b,run2_p11,127.58,65.0,,,on
14777.868,,qwen3.5:4b,run2_p11,127.68,65.0,,,on
14778.390,,qwen3.5:4b,run2_p11,127.75,65.0,,,on
14778.913,,qwen3.5:4b,run2_p11,127.78,65.0,,,on
14779.441,,qwen3.5:4b,run2_p11,127.73,65.0,,,on
14779.964,,qwen3.5:4b,run2_p11,127.64,65.0,,,on
14780.487,,qwen3.5:4b,run2_p11,126.97,65.0,,,on
14781.010,,qwen3.5:4b,run2_p11,126.86,66.0,,,on
14781.534,,qwen3.5:4b,run2_p11,127.07,65.0,,,on
14782.058,,qwen3.5:4b,run2_p11,127.73,65.0,,,on
14782.583,,qwen3.5:4b,run2_p11,127.50,65.0,,,on
14783.106,,qwen3.5:4b,run2_p11,127.10,65.0,,,on
14783.630,,qwen3.5:4b,run2_p11,127.00,65.0,,,on
14784.152,,qwen3.5:4b,run2_p11,127.04,66.0,,,on
14784.683,,qwen3.5:4b,run2_p11,127.11,65.0,,,on
14785.205,,qwen3.5:4b,run2_p11,126.88,65.0,,,on
14785.731,,qwen3.5:4b,run2_p11,126.60,65.0,,,on
14786.253,,qwen3.5:4b,run2_p11,126.87,65.0,,,on
14786.779,,qwen3.5:4b,run2_p11,127.39,65.0,,,on
14787.303,,qwen3.5:4b,run2_p11,127.64,65.0,,,on
14787.826,,qwen3.5:4b,run2_p11,127.42,65.0,,,on
14788.349,,qwen3.5:4b,run2_p11,127.63,65.0,,,on
14788.871,,qwen3.5:4b,run2_p11,127.41,65.0,,,on
14789.394,,qwen3.5:4b,run2_p11,127.92,65.0,,,on
14789.917,,qwen3.5:4b,run2_p11,128.11,65.0,,,on
14790.442,,qwen3.5:4b,run2_p11,127.20,65.0,,,on
14790.964,,qwen3.5:4b,run2_p11,127.07,65.0,,,on
14791.487,,qwen3.5:4b,run2_p11,126.75,66.0,,,on
14972.446,,qwen3.5:4b,run2_p13,102.72,66.0,,,on
14972.973,,qwen3.5:4b,run2_p13,89.05,54.0,,,on
14973.496,,qwen3.5:4b,run2_p13,113.94,65.0,,,on
14974.020,,qwen3.5:4b,run2_p13,126.92,65.0,,,on
14974.544,,qwen3.5:4b,run2_p13,126.41,65.0,,,on
14975.072,,qwen3.5:4b,run2_p13,127.20,65.0,,,on
14975.597,,qwen3.5:4b,run2_p13,127.82,65.0,,,on
14976.124,,qwen3.5:4b,run2_p13,127.21,66.0,,,on
14976.648,,qwen3.5:4b,run2_p13,126.14,65.0,,,on
14977.174,,qwen3.5:4b,run2_p13,126.74,65.0,,,on
14977.698,,qwen3.5:4b,run2_p13,127.06,65.0,,,on
14978.222,,qwen3.5:4b,run2_p13,126.66,65.0,,,on
14978.746,,qwen3.5:4b,run2_p13,126.17,65.0,,,on
14979.272,,qwen3.5:4b,run2_p13,125.86,65.0,,,on
14979.798,,qwen3.5:4b,run2_p13,126.08,65.0,,,on
14980.322,,qwen3.5:4b,run2_p13,126.04,65.0,,,on
14980.846,,qwen3.5:4b,run2_p13,126.44,66.0,,,on
14981.372,,qwen3.5:4b,run2_p13,126.96,65.0,,,on
14981.903,,qwen3.5:4b,run2_p13,126.22,65.0,,,on
14982.429,,qwen3.5:4b,run2_p13,125.48,65.0,,,on
14982.952,,qwen3.5:4b,run2_p13,126.21,65.0,,,on
14983.483,,qwen3.5:4b,run2_p13,126.21,65.0,,,on
14984.005,,qwen3.5:4b,run2_p13,125.82,65.0,,,on
14984.529,,qwen3.5:4b,run2_p13,126.67,66.0,,,on
14985.059,,qwen3.5:4b,run2_p13,126.83,65.0,,,on
14985.583,,qwen3.5:4b,run2_p13,126.04,65.0,,,on
14986.110,,qwen3.5:4b,run2_p13,125.49,65.0,,,on
14986.634,,qwen3.5:4b,run2_p13,126.04,65.0,,,on
14987.158,,qwen3.5:4b,run2_p13,126.33,65.0,,,on
14987.684,,qwen3.5:4b,run2_p13,126.61,65.0,,,on
14988.207,,qwen3.5:4b,run2_p13,126.63,65.0,,,on
14988.732,,qwen3.5:4b,run2_p13,126.34,65.0,,,on
14989.257,,qwen3.5:4b,run2_p13,126.28,65.0,,,on
14989.782,,qwen3.5:4b,run2_p13,126.24,65.0,,,on
14990.310,,qwen3.5:4b,run2_p13,126.06,66.0,,,on
14990.833,,qwen3.5:4b,run2_p13,126.58,65.0,,,on
14991.357,,qwen3.5:4b,run2_p13,126.72,65.0,,,on
14991.892,,qwen3.5:4b,run2_p13,126.35,65.0,,,on
14992.418,,qwen3.5:4b,run2_p13,126.44,66.0,,,on
14992.943,,qwen3.5:4b,run2_p13,126.80,65.0,,,on
14993.470,,qwen3.5:4b,run2_p13,126.22,65.0,,,on
14993.992,,qwen3.5:4b,run2_p13,126.74,65.0,,,on
14994.518,,qwen3.5:4b,run2_p13,127.21,65.0,,,on
14995.041,,qwen3.5:4b,run2_p13,127.05,65.0,,,on
14995.567,,qwen3.5:4b,run2_p13,126.15,65.0,,,on
14996.096,,qwen3.5:4b,run2_p13,126.64,65.0,,,on
14996.626,,qwen3.5:4b,run2_p13,127.26,66.0,,,on
14997.151,,qwen3.5:4b,run2_p13,126.77,65.0,,,on
14997.676,,qwen3.5:4b,run2_p13,126.20,65.0,,,on
14998.203,,qwen3.5:4b,run2_p13,126.91,65.0,,,on
14998.728,,qwen3.5:4b,run2_p13,127.28,65.0,,,on
14999.261,,qwen3.5:4b,run2_p13,126.76,65.0,,,on
14999.789,,qwen3.5:4b,run2_p13,126.15,65.0,,,on
15000.313,,qwen3.5:4b,run2_p13,125.78,65.0,,,on
15000.843,,qwen3.5:4b,run2_p13,126.36,65.0,,,on
15001.367,,qwen3.5:4b,run2_p13,126.78,65.0,,,on
15001.893,,qwen3.5:4b,run2_p13,126.77,65.0,,,on
15002.417,,qwen3.5:4b,run2_p13,126.73,65.0,,,on
15002.944,,qwen3.5:4b,run2_p13,127.06,65.0,,,on
15003.469,,qwen3.5:4b,run2_p13,126.71,65.0,,,on
15003.994,,qwen3.5:4b,run2_p13,127.00,65.0,,,on
15004.517,,qwen3.5:4b,run2_p13,127.60,65.0,,,on
15005.042,,qwen3.5:4b,run2_p13,127.63,66.0,,,on
15005.610,,qwen3.5:4b,run2_p13,127.40,65.0,,,on
15006.134,,qwen3.5:4b,run2_p13,127.45,65.0,,,on
15006.657,,qwen3.5:4b,run2_p13,127.39,65.0,,,on
15007.181,,qwen3.5:4b,run2_p13,127.03,65.0,,,on
15007.702,,qwen3.5:4b,run2_p13,127.43,65.0,,,on
15008.227,,qwen3.5:4b,run2_p13,127.86,63.0,,,on
15008.752,,qwen3.5:4b,run2_p13,127.79,65.0,,,on
15009.276,,qwen3.5:4b,run2_p13,127.10,65.0,,,on
15009.799,,qwen3.5:4b,run2_p13,126.75,65.0,,,on
15010.322,,qwen3.5:4b,run2_p13,127.50,65.0,,,on
15010.847,,qwen3.5:4b,run2_p13,127.50,65.0,,,on
15011.374,,qwen3.5:4b,run2_p13,127.41,65.0,,,on
15011.898,,qwen3.5:4b,run2_p13,127.61,65.0,,,on
15012.421,,qwen3.5:4b,run2_p13,127.62,65.0,,,on
15012.943,,qwen3.5:4b,run2_p13,127.96,65.0,,,on
15013.480,,qwen3.5:4b,run2_p13,127.91,65.0,,,on
15014.003,,qwen3.5:4b,run2_p13,127.93,65.0,,,on
15014.526,,qwen3.5:4b,run2_p13,127.58,65.0,,,on
15015.048,,qwen3.5:4b,run2_p13,127.24,65.0,,,on
15015.571,,qwen3.5:4b,run2_p13,127.76,65.0,,,on
15016.095,,qwen3.5:4b,run2_p13,127.23,65.0,,,on
15016.621,,qwen3.5:4b,run2_p13,127.32,65.0,,,on
15017.143,,qwen3.5:4b,run2_p13,127.75,65.0,,,on
15017.667,,qwen3.5:4b,run2_p13,127.98,65.0,,,on
15018.191,,qwen3.5:4b,run2_p13,127.67,65.0,,,on
15018.718,,qwen3.5:4b,run2_p13,127.20,64.0,,,on
15019.241,,qwen3.5:4b,run2_p13,127.59,65.0,,,on
15019.764,,qwen3.5:4b,run2_p13,127.70,65.0,,,on
15020.287,,qwen3.5:4b,run2_p13,127.65,65.0,,,on
15020.810,,qwen3.5:4b,run2_p13,128.00,66.0,,,on
15021.337,,qwen3.5:4b,run2_p13,127.83,65.0,,,on
15021.860,,qwen3.5:4b,run2_p13,127.90,65.0,,,on
15022.383,,qwen3.5:4b,run2_p13,127.31,65.0,,,on
15022.907,,qwen3.5:4b,run2_p13,126.05,65.0,,,on
15023.432,,qwen3.5:4b,run2_p13,126.21,65.0,,,on
15023.960,,qwen3.5:4b,run2_p13,127.04,64.0,,,on
15024.482,,qwen3.5:4b,run2_p13,127.11,64.0,,,on
15025.005,,qwen3.5:4b,run2_p13,127.60,65.0,,,on
15025.533,,qwen3.5:4b,run2_p13,128.16,66.0,,,on
15026.056,,qwen3.5:4b,run2_p13,128.12,65.0,,,on
15026.584,,qwen3.5:4b,run2_p13,127.48,64.0,,,on
15027.107,,qwen3.5:4b,run2_p13,127.17,65.0,,,on
15027.631,,qwen3.5:4b,run2_p13,126.93,65.0,,,on
15028.153,,qwen3.5:4b,run2_p13,127.45,65.0,,,on
15028.677,,qwen3.5:4b,run2_p13,127.85,65.0,,,on
15029.201,,qwen3.5:4b,run2_p13,127.60,65.0,,,on
15029.724,,qwen3.5:4b,run2_p13,127.36,65.0,,,on
15030.247,,qwen3.5:4b,run2_p13,127.82,65.0,,,on
15030.771,,qwen3.5:4b,run2_p13,127.67,64.0,,,on
15031.297,,qwen3.5:4b,run2_p13,128.04,65.0,,,on
15031.821,,qwen3.5:4b,run2_p13,128.08,65.0,,,on
15032.344,,qwen3.5:4b,run2_p13,128.08,65.0,,,on
15032.907,,qwen3.5:4b,run2_p13,127.81,65.0,,,on
15033.432,,qwen3.5:4b,run2_p13,127.74,65.0,,,on
15033.967,,qwen3.5:4b,run2_p13,127.55,65.0,,,on
15034.512,,qwen3.5:4b,run2_p13,131.80,63.0,,,on
15035.039,,qwen3.5:4b,run2_p13,131.33,70.0,,,on
15035.565,,qwen3.5:4b,run2_p13,126.33,65.0,,,on
15036.109,,qwen3.5:4b,run2_p14,120.76,65.0,,,on
15036.643,,qwen3.5:4b,run2_p14,99.62,64.0,,,on
15037.168,,qwen3.5:4b,run2_p14,107.70,65.0,,,on
15037.692,,qwen3.5:4b,run2_p14,127.19,65.0,,,on
15038.216,,qwen3.5:4b,run2_p14,127.22,65.0,,,on
15038.742,,qwen3.5:4b,run2_p14,127.57,65.0,,,on
15039.269,,qwen3.5:4b,run2_p14,128.04,66.0,,,on
15039.794,,qwen3.5:4b,run2_p14,127.23,65.0,,,on
15040.322,,qwen3.5:4b,run2_p14,126.95,65.0,,,on
15040.847,,qwen3.5:4b,run2_p14,127.61,65.0,,,on
15041.372,,qwen3.5:4b,run2_p14,127.12,66.0,,,on
15041.896,,qwen3.5:4b,run2_p14,126.76,65.0,,,on
15042.419,,qwen3.5:4b,run2_p14,126.53,65.0,,,on
15042.986,,qwen3.5:4b,run2_p14,127.18,66.0,,,on
15043.512,,qwen3.5:4b,run2_p14,127.39,65.0,,,on
15044.036,,qwen3.5:4b,run2_p14,127.05,66.0,,,on
15044.560,,qwen3.5:4b,run2_p14,126.36,65.0,,,on
15045.086,,qwen3.5:4b,run2_p14,126.83,65.0,,,on
15045.609,,qwen3.5:4b,run2_p14,127.76,65.0,,,on
15046.137,,qwen3.5:4b,run2_p14,127.42,65.0,,,on
15046.661,,qwen3.5:4b,run2_p14,127.92,65.0,,,on
15047.185,,qwen3.5:4b,run2_p14,128.19,65.0,,,on
15047.716,,qwen3.5:4b,run2_p14,127.50,65.0,,,on
15048.242,,qwen3.5:4b,run2_p14,127.81,65.0,,,on
15048.768,,qwen3.5:4b,run2_p14,127.71,66.0,,,on
15049.291,,qwen3.5:4b,run2_p14,127.53,65.0,,,on
15049.816,,qwen3.5:4b,run2_p14,127.24,65.0,,,on
15050.343,,qwen3.5:4b,run2_p14,127.33,65.0,,,on
15050.870,,qwen3.5:4b,run2_p14,127.99,65.0,,,on
15051.394,,qwen3.5:4b,run2_p14,127.72,64.0,,,on
15051.916,,qwen3.5:4b,run2_p14,127.53,64.0,,,on
15052.441,,qwen3.5:4b,run2_p14,127.96,65.0,,,on
15052.965,,qwen3.5:4b,run2_p14,128.14,65.0,,,on
15053.490,,qwen3.5:4b,run2_p14,128.18,65.0,,,on
15054.016,,qwen3.5:4b,run2_p14,127.58,65.0,,,on
15054.543,,qwen3.5:4b,run2_p14,127.47,65.0,,,on
15055.067,,qwen3.5:4b,run2_p14,128.15,66.0,,,on
15055.590,,qwen3.5:4b,run2_p14,127.36,65.0,,,on
15056.114,,qwen3.5:4b,run2_p14,127.07,65.0,,,on
15056.638,,qwen3.5:4b,run2_p14,127.95,65.0,,,on
15057.162,,qwen3.5:4b,run2_p14,127.86,65.0,,,on
15057.685,,qwen3.5:4b,run2_p14,127.90,65.0,,,on
15058.208,,qwen3.5:4b,run2_p14,126.68,65.0,,,on
15058.732,,qwen3.5:4b,run2_p14,125.96,65.0,,,on
15059.256,,qwen3.5:4b,run2_p14,126.09,65.0,,,on
15059.779,,qwen3.5:4b,run2_p14,126.38,66.0,,,on
15060.307,,qwen3.5:4b,run2_p14,126.20,65.0,,,on
15060.830,,qwen3.5:4b,run2_p14,125.75,65.0,,,on
15061.352,,qwen3.5:4b,run2_p14,126.24,65.0,,,on
15061.878,,qwen3.5:4b,run2_p14,125.95,65.0,,,on
15062.424,,qwen3.5:4b,run2_p14,126.47,65.0,,,on
15062.951,,qwen3.5:4b,run2_p14,126.01,65.0,,,on
15063.474,,qwen3.5:4b,run2_p14,126.19,65.0,,,on
15063.996,,qwen3.5:4b,run2_p14,126.87,65.0,,,on
15064.520,,qwen3.5:4b,run2_p14,127.04,65.0,,,on
15065.044,,qwen3.5:4b,run2_p14,127.21,65.0,,,on
15065.567,,qwen3.5:4b,run2_p14,127.27,65.0,,,on
15066.098,,qwen3.5:4b,run2_p14,126.30,65.0,,,on
15066.621,,qwen3.5:4b,run2_p14,126.17,65.0,,,on
15067.144,,qwen3.5:4b,run2_p14,126.32,65.0,,,on
15067.668,,qwen3.5:4b,run2_p14,126.23,65.0,,,on
15068.192,,qwen3.5:4b,run2_p14,125.99,65.0,,,on
15068.717,,qwen3.5:4b,run2_p14,126.72,65.0,,,on
15069.243,,qwen3.5:4b,run2_p14,126.98,65.0,,,on
15069.770,,qwen3.5:4b,run2_p14,127.54,65.0,,,on
15070.294,,qwen3.5:4b,run2_p14,126.75,66.0,,,on
15070.819,,qwen3.5:4b,run2_p14,126.17,65.0,,,on
15071.344,,qwen3.5:4b,run2_p14,126.68,65.0,,,on
15071.868,,qwen3.5:4b,run2_p14,127.41,66.0,,,on
15072.393,,qwen3.5:4b,run2_p14,127.30,65.0,,,on
15072.920,,qwen3.5:4b,run2_p14,127.58,65.0,,,on
15073.478,,qwen3.5:4b,run2_p14,127.30,65.0,,,on
15074.001,,qwen3.5:4b,run2_p14,126.76,65.0,,,on
15074.527,,qwen3.5:4b,run2_p14,127.12,65.0,,,on
15075.072,,qwen3.5:4b,run3_p0,122.78,65.0,,,on
15075.595,,qwen3.5:4b,run3_p0,110.85,56.0,,,on
15076.117,,qwen3.5:4b,run3_p0,111.00,65.0,,,on
15076.641,,qwen3.5:4b,run3_p0,127.46,65.0,,,on
15077.165,,qwen3.5:4b,run3_p0,127.51,66.0,,,on
